Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[m],[deg],[m],[m],[deg],[m],,,[g/L],[deg C],[kPa],[%]
3/10/2025 3:33:53 PM,Josh B,,5 Iron,104.0759167392666,-0.51,-0.91,2.86,3.77,133.16389951136085,1.2794881244713523,13.90999984741211,2.240000009536743,2811.684814453125,-278.6611022949219,2825.4599609375,Estimated,5.659999847412109,6.789999961853027,82.66999816894531,3.440000057220459,4.960000038146973,104.72000122070312,3.6700000762939453,6.710000038146973,,,1.1509776,21.11,97.22,0
3/10/2025 3:34:13 PM,Josh B,,5 Iron,107.96391362886908,-1.74,0.87,2.98,2.11,146.12388365020948,1.3534511554714201,14.359999656677246,2.559999942779541,3176.507080078125,-154.24566650390625,3180.25,Estimated,2.7799999713897705,9.539999961853027,101.44999694824219,3.359999895095825,5.940000057220459,118.16999816894531,3.440000057220459,7.099999904632568,,,1.1509776,21.11,97.22,0
3/10/2025 3:34:57 PM,Josh B,,5 Iron,108.57591313926947,-2.16,0.8,5.64,4.84,147.05987685893444,1.3544429202294792,15.4399995803833,4.739999771118164,3561.994140625,-363.0704040527344,3580.449951171875,Estimated,5.820000171661377,11.119999885559082,105.06999969482422,6.590000152587891,12.0600004196167,120.08999633789062,6.769999980926514,14.15999984741211,,,1.1509776,21.11,97.22,0
3/10/2025 3:35:16 PM,Josh B,,5 Iron,109.6919122464702,-1.0,0.07,-0.76,-0.8300000000000001,144.39588668055626,1.316376784061423,11.3100004196167,-0.6200000047683716,2625.837158203125,63.71550750732422,2626.610107421875,Estimated,-1.3899999856948853,5.949999809265137,88.5,-0.8999999761581421,-1.3899999856948853,118.43000030517578,-0.9700000286102295,-2.009999990463257,,,1.1509776,21.11,97.22,0
3/10/2025 3:35:29 PM,Josh B,,5 Iron,106.34391492486805,-0.6,-0.42,10.39,10.81,142.4518849398592,1.3395395969811854,15.239999771118164,8.479999542236328,3094.2265625,-804.2557983398438,3197.0400390625,Estimated,14.569999694824219,9.4399995803833,97.1500015258789,12.40999984741211,20.8799991607666,113.86000061035156,12.90999984741211,25.440000534057617,,,1.1509776,21.11,97.22,0
3/10/2025 3:37:24 PM,Josh B,,5 Iron,0.0,0.0,0.0,0.0,0.0,131.54389806077998,inf,11.550000190734863,8.760000228881836,4440.25,0.0,4440.25,Estimated,-0.0,5.639999866485596,76.94999694824219,8.949999809265137,11.970000267028809,97.95999908447266,8.899999618530273,15.15999984741211,,,1.1509776,21.11,97.22,0
3/10/2025 3:37:56 PM,Josh B,,5 Iron,114.15590867527305,0.83,4.32,6.56,2.2399999999999993,158.25587009940546,1.3863134369117835,14.460000038146973,5.929999828338623,3305.296630859375,-155.8738250732422,3308.969970703125,Estimated,2.700000047683716,12.130000114440918,118.04000091552734,6.96999979019165,14.319999694824219,134.77999877929688,7.03000020980835,16.5,,,1.1509776,21.11,97.22,0
3/10/2025 3:38:15 PM,Josh B,,5 Iron,112.49991000007199,6.69,-5.61,10.0,15.61,139.06789259090075,1.2361600341796875,3.75,7.510000228881836,1210.140625,-698.6749267578125,1397.3499755859375,Estimated,30.0,0.5,27.979999542236328,8.699999809265137,4.230000019073486,86.5999984741211,9.510000228881836,14.300000190734863,,,1.1509776,21.11,97.22,0
3/10/2025 3:38:30 PM,Josh B,,5 Iron,116.49590680327455,-2.33,2.96,15.06,12.100000000000001,153.82787528975052,1.3204573406129891,,12.739999771118164,1966.0501708984375,-968.6954956054688,2191.739990234375,Estimated,26.229999542236328,,,,,,,,,,1.1509776,21.11,97.22,0
