Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[m],[deg],[m],[m],[deg],[m],,,[g/L],[deg C],[kPa],[%]
7/10/2025 6:00:51 PM,Josh B,,5 Iron,116.99990640007486,-0.92,0.85,12.24,11.39,157.85986821894136,1.349230722280649,5.730000019073486,10.15999984741211,2309.891357421875,-925.76171875,2488.5,Estimated,21.84000015258789,2.2300000190734863,70.0999984741211,13.270000457763672,16.09000015258789,117.4800033569336,14.529999732971191,29.469999313354492,,,1.1509776,21.11,97.22,0
7/10/2025 6:01:37 PM,Josh B,,5 Iron,112.13991028807176,-3.15,2.97,1.82,-1.1500000000000001,153.32387789021408,1.3672552215919067,12.270000457763672,1.8700000047683716,2951.629638671875,105.65218353271484,2953.52001953125,Estimated,-2.049999952316284,8.40999984741211,104.8499984741211,1.409999966621399,2.569999933242798,128.4499969482422,1.2999999523162842,2.9200000762939453,,,1.1509776,21.11,97.22,0
7/10/2025 6:02:18 PM,Josh B,,5 Iron,108.86391290886965,-0.98,6.51,-3.26,-9.77,143.1718871104395,1.3151455177831903,12.600000381469727,-1.8600000143051147,2797.15966796875,775.1952514648438,2902.590087890625,Estimated,-15.489999771118164,6.940000057220459,90.66999816894531,-5.25,-8.300000190734863,116.16999816894531,-5.989999771118164,-12.109999656677246,,,1.1509776,21.11,97.22,0
7/10/2025 6:02:54 PM,Josh B,,5 Iron,158.18387345290122,0.0,0.0,0.0,0.0,159.6598667789425,1.0093308710541897,13.279999732971191,2.1700000762939453,5759.06982421875,0.0,5759.06982421875,Estimated,-0.0,13.319999694824219,116.5,2.2899999618530273,4.650000095367432,127.66000366210938,2.2799999713897705,5.070000171661377,,,1.1509776,21.11,97.22,0
7/10/2025 6:03:15 PM,Josh B,,5 Iron,123.65990107207914,-3.18,2.62,4.37,1.75,167.21986897068683,1.3522562085280772,13.109999656677246,3.9200000762939453,3644.0966796875,-136.1704864501953,3646.639892578125,Estimated,2.140000104904175,12.819999694824219,126.9800033569336,4.789999961853027,10.59000015258789,143.1300048828125,4.840000152587891,12.079999923706055,,,1.1509776,21.11,97.22,0
7/10/2025 6:03:42 PM,Josh B,,5 Iron,119.23190461447629,-0.59,1.75,0.2,-1.55,151.1278774497488,1.2675120634733192,15.109999656677246,0.38999998569488525,3733.44287109375,138.20411682128906,3736.0,Estimated,-2.119999885559082,11.829999923706055,110.20999908447266,-0.23999999463558197,-0.4699999988079071,124.30000305175781,-0.3199999928474426,-0.6899999976158142,,,1.1509776,21.11,97.22,0
7/10/2025 6:03:56 PM,Josh B,,5 Iron,111.99591040327167,-0.32,9.07,2.68,-6.390000000000001,145.94388654078918,1.3031179979275906,13.729999542236328,3.3399999141693115,3049.21044921875,545.892822265625,3097.68994140625,Estimated,-10.149999618530273,8.720000267028809,98.91999816894531,0.9300000071525574,1.600000023841858,118.91999816894531,0.49000000953674316,1.0199999809265137,,,1.1509776,21.11,97.22,0
7/10/2025 6:04:15 PM,Josh B,,5 Iron,105.69591544326764,-0.82,5.44,-5.75,-11.190000000000001,147.20388003963032,1.3927111508735843,14.34000015258789,-4.039999961853027,2849.3330078125,851.5894775390625,2973.8701171875,Estimated,-16.639999389648438,9.15999984741211,100.87999725341797,-8.220000267028809,-14.420000076293945,120.02999877929688,-8.850000381469727,-18.459999084472656,,,1.1509776,21.11,97.22,0
7/10/2025 6:04:30 PM,Josh B,,5 Iron,118.00790559367552,-0.27,2.06,3.68,1.62,144.215889571136,1.2220866800881944,11.970000267028809,3.2799999713897705,3016.715087890625,-122.21853637695312,3019.18994140625,Estimated,2.319999933242798,6.840000152587891,91.87000274658203,3.869999885559082,6.199999809265137,116.02999877929688,3.9600000381469727,8.020000457763672,,,1.1509776,21.11,97.22,0
7/10/2025 6:04:45 PM,Josh B,,5 Iron,77.90393767684985,0.14,4.26,-2.0,-6.26,102.70792030558758,1.3183918986435077,12.210000038146973,-1.1100000143051147,2537.12451171875,355.2149658203125,2561.8701171875,Estimated,-7.96999979019165,2.6700000762939453,43.029998779296875,-2.0,-1.5,66.43000030517578,-2.309999942779541,-2.680000066757202,,,1.1509776,21.11,97.22,0
7/10/2025 6:05:58 PM,Josh B,,5 Iron,123.73190101447916,-1.61,-0.33,4.05,4.38,156.95986893894076,1.2685481080628773,9.220000267028809,3.2799999713897705,3136.60693359375,-379.5711364746094,3159.489990234375,Estimated,6.900000095367432,5.989999771118164,98.70999908447266,4.96999979019165,8.539999961853027,128.05999755859375,5.329999923706055,11.890000343322754,,,1.1509776,21.11,97.22,0
7/10/2025 6:06:18 PM,Josh B,,5 Iron,114.98390801287358,-1.4,6.42,10.0,3.58,161.78386562905982,1.4070131066596425,14.5600004196167,9.020000457763672,3357.647705078125,-253.0521240234375,3367.169921875,Estimated,4.309999942779541,13.039999961853027,123.12000274658203,10.75,22.969999313354492,138.19000244140625,10.850000381469727,26.0,,,1.1509776,21.11,97.22,0
7/10/2025 6:06:36 PM,Josh B,,5 Iron,132.2278942176846,0.0,0.0,0.0,0.0,37.511970265081985,0.28369180714113656,27.790000915527344,0.07000000029802322,5310.72705078125,1672.427978515625,5567.83984375,Measured,-17.479999542236328,1.2699999809265137,9.050000190734863,-0.7599999904632568,-0.11999999731779099,14.270000457763672,-1.0700000524520874,-0.27000001072883606,,,1.1509776,21.11,97.22,0
7/10/2025 6:06:48 PM,Josh B,,5 Iron,112.46391002887196,-2.64,6.38,4.33,-2.05,167.75986029894767,1.4916772879040043,15.069999694824219,4.360000133514404,3242.375244140625,193.76840209960938,3248.159912109375,Estimated,-3.4200000762939453,14.960000038146973,132.49000549316406,3.440000057220459,7.940000057220459,148.42999267578125,3.2899999618530273,8.529999732971191,,,1.1509776,21.11,97.22,0
7/10/2025 6:07:26 PM,Josh B,,5 Iron,132.98389361288508,-1.26,-1.72,2.17,3.8899999999999997,170.38787028150062,1.2812669688969867,15.09000015258789,1.5700000524520874,4871.88037109375,-371.4495849609375,4886.02001953125,Estimated,4.360000133514404,17.610000610351562,132.63999938964844,3.450000047683716,7.989999771118164,143.50999450683594,3.569999933242798,8.930000305175781,,,1.1509776,21.11,97.22,0
7/10/2025 6:07:47 PM,Josh B,,6 Iron,133.81189295048563,0.26,4.49,3.1,-1.3900000000000001,174.45585713941583,1.3037395502952018,13.729999542236328,3.109999895095825,4206.7568359375,157.93089294433594,4209.72021484375,Estimated,-2.1500000953674316,16.139999389648438,137.35000610351562,2.450000047683716,5.880000114440918,149.99000549316406,2.369999885559082,6.199999809265137,,,1.1509776,21.11,97.22,0
7/10/2025 6:08:04 PM,Josh B,,6 Iron,130.1758958592833,-2.26,8.9,11.15,2.25,157.42787240975284,1.20934733247335,14.220000267028809,10.279999732971191,4703.4267578125,-151.91983032226562,4705.8798828125,Estimated,1.850000023841858,13.050000190734863,115.9800033569336,11.460000038146973,23.030000686645508,128.4199981689453,11.449999809265137,25.5,,,1.1509776,21.11,97.22,0
7/10/2025 6:08:20 PM,Josh B,,6 Iron,134.2438926048859,-1.96,-0.07,3.57,3.6399999999999997,162.03586432882804,1.2070259673245698,11.180000305175781,2.930000066757202,3811.680419921875,-342.1951904296875,3827.010009765625,Estimated,5.130000114440918,9.59000015258789,114.79000091552734,4.590000152587891,9.180000305175781,131.07000732421875,4.769999980926514,10.890000343322754,,,1.1509776,21.11,97.22,0
7/10/2025 6:08:37 PM,Josh B,,6 Iron,126.17989905608073,-1.75,4.89,12.71,7.820000000000001,145.43988914125273,1.1526391305528934,8.050000190734863,11.050000190734863,2977.93701171875,-660.1927490234375,3050.239990234375,Estimated,12.5,3.609999895095825,76.19999694824219,13.479999542236328,17.760000228881836,107.05999755859375,14.130000114440918,26.1299991607666,,,1.1509776,21.11,97.22,0
7/10/2025 6:08:49 PM,Josh B,,6 Iron,118.94390484487612,-6.16,6.35,-1.31,-7.66,169.88385914906502,1.428268723568674,14.470000267028809,-0.28999999165534973,3611.997802734375,670.0962524414062,3673.6298828125,Estimated,-10.510000228881836,15.020000457763672,132.75999450683594,-3.940000057220459,-9.130000114440918,146.83999633789062,-4.28000020980835,-10.960000038146973,,,1.1509776,21.11,97.22,0
7/10/2025 6:09:24 PM,Josh B,,6 Iron,138.67188906248876,-1.65,1.65,10.57,8.92,178.30785295918636,1.285825513481227,17.84000015258789,8.890000343322754,5249.9248046875,-853.1234130859375,5318.7900390625,Estimated,9.229999542236328,23.81999969482422,144.89999389648438,14.079999923706055,35.25,150.35000610351562,14.170000076293945,36.810001373291016,,,1.1509776,21.11,97.22,0
7/10/2025 6:09:39 PM,Josh B,,6 Iron,126.64789868168104,-4.6,9.0,18.25,9.25,164.59187272103307,1.2996020813161775,17.579999923706055,16.1200008392334,5449.72216796875,-765.9085083007812,5503.27978515625,Estimated,8.0,19.280000686645508,126.16999816894531,20.93000030517578,45.08000183105469,135.25,21.030000686645508,48.529998779296875,,,1.1509776,21.11,97.22,0
7/10/2025 6:10:14 PM,Josh B,,6 Iron,118.72790501767597,-0.91,7.25,-0.86,-8.11,178.73986250127405,1.5054578995111858,11.75,0.20000000298023224,2831.832275390625,711.30712890625,2919.800048828125,Estimated,-14.100000381469727,11.829999923706055,136.6300048828125,-3.9800000190734863,-9.489999771118164,156.3800048828125,-4.519999980926514,-12.3100004196167,,,1.1509776,21.11,97.22,0
7/10/2025 6:10:29 PM,Josh B,,6 Iron,129.63589629128296,3.02,1.96,10.62,8.66,168.2998653601077,1.298250485976118,2.5999999046325684,8.970000267028809,2584.019775390625,-771.8031616210938,2696.820068359375,Estimated,16.6299991607666,0.8500000238418579,56.27000045776367,10.859999656677246,10.600000381469727,115.48999786376953,11.84000015258789,23.700000762939453,,,1.1509776,21.11,97.22,0
7/10/2025 6:10:55 PM,Josh B,,7 Iron,101.15991907206474,-1.75,4.39,2.16,-2.2299999999999995,137.48388506904428,1.359074684224519,15.430000305175781,2.3299999237060547,2980.573486328125,177.60073852539062,2985.860107421875,Estimated,-3.4100000858306885,8.880000114440918,92.51000213623047,1.590000033378601,2.569999933242798,109.19999694824219,1.4600000381469727,2.7799999713897705,,,1.1509776,21.11,97.22,0
7/10/2025 6:11:12 PM,Josh B,,7 Iron,103.49991720006624,0.05,3.81,5.65,1.8400000000000003,137.37588954997193,1.3273043425186821,14.670000076293945,5.119999885559082,2819.696533203125,-115.71540832519531,2822.070068359375,Estimated,2.3499999046325684,8.0600004196167,90.30999755859375,5.769999980926514,9.079999923706055,109.51000213623047,5.840000152587891,11.130000114440918,,,1.1509776,21.11,97.22,0
7/10/2025 6:11:34 PM,Josh B,,7 Iron,111.23991100807118,0.0,0.0,0.0,0.0,153.7198797706782,1.381877047344319,14.399999618530273,1.0499999523162842,3200.409912109375,0.0,3200.409912109375,Estimated,-0.0,11.039999961853027,111.88999938964844,1.090000033378601,2.119999885559082,127.88999938964844,1.0800000429153442,2.4200000762939453,,,1.1509776,21.11,97.22,0
7/10/2025 6:12:13 PM,Josh B,,7 Iron,114.80390815687346,-1.67,6.23,3.07,-3.1600000000000006,154.58387138905522,1.3465035630827527,13.569999694824219,3.299999952316284,3237.32470703125,285.5066833496094,3249.889892578125,Estimated,-5.039999961853027,10.319999694824219,111.05000305175781,2.0,3.880000114440918,127.58000183105469,1.809999942779541,4.03000020980835,,,1.1509776,21.11,97.22,0
7/10/2025 6:14:02 PM,Josh B,,7 Iron,125.9638992288806,-2.34,3.49,3.86,0.36999999999999966,167.86786955091918,1.3326665066623387,13.760000228881836,3.609999895095825,3965.578369140625,-13.150403022766113,3965.60009765625,Estimated,0.1899999976158142,14.239999771118164,129.32000732421875,3.8399999141693115,8.670000076293945,142.88999938964844,3.8299999237060547,9.539999961853027,,,1.1509776,21.11,97.22,0
7/10/2025 6:14:18 PM,Josh B,,7 Iron,125.99989920008063,-2.7,6.41,1.06,-5.35,162.39587228056777,1.288857160295759,12.720000267028809,1.6799999475479126,3828.67724609375,507.454345703125,3862.159912109375,Estimated,-7.550000190734863,11.489999771118164,119.54000091552734,-0.6899999976158142,-1.440000057220459,134.63999938964844,-0.9700000286102295,-2.2699999809265137,,,1.1509776,21.11,97.22,0
7/10/2025 6:14:33 PM,Josh B,,7 Iron,122.29190216647825,-5.58,8.21,3.85,-4.360000000000001,163.51186259871304,1.3370620597275629,14.369999885559082,4.190000057220459,3927.8310546875,418.3773193359375,3950.050048828125,Estimated,-6.079999923706055,13.90999984741211,124.5,2.299999952316284,4.989999771118164,137.86000061035156,2.0799999237060547,5.0,,,1.1509776,21.11,97.22,0
7/10/2025 6:14:50 PM,Josh B,,7 Iron,137.3758900992879,-2.45,2.89,2.29,-0.6000000000000001,184.35584921942217,1.3419811080836652,16.8799991607666,2.240000009536743,4550.89453125,75.46359252929688,4551.52001953125,Estimated,-0.949999988079071,24.110000610351562,156.2899932861328,1.9900000095367432,5.429999828338623,162.05999755859375,1.9700000286102295,5.570000171661377,,,1.1509776,21.11,97.22,0
7/10/2025 6:15:28 PM,Josh B,,7 Iron,121.93190245447802,-5.5,1.92,6.43,4.51,172.69186624103824,1.4162976445439366,15.989999771118164,5.519999980926514,4031.111572265625,-373.9549255371094,4048.419921875,Estimated,5.300000190734863,18.5,138.5,7.929999828338623,19.100000381469727,150.7100067138672,8.050000190734863,21.100000381469727,,,1.1509776,21.11,97.22,0
7/10/2025 6:15:56 PM,Josh B,,7 Iron,117.43190605447514,-3.98,9.8,3.34,-6.460000000000001,172.3318582892985,1.4675045656617036,15.699999809265137,3.9700000286102295,3661.009765625,581.1571044921875,3706.85009765625,Estimated,-9.020000457763672,17.489999771118164,138.3000030517578,0.8899999856948853,2.1500000953674316,151.5800018310547,0.5899999737739563,1.559999942779541,,,1.1509776,21.11,97.22,0
7/10/2025 6:16:13 PM,Josh B,,7 Iron,126.97189842248126,-4.16,11.99,10.07,-1.92,158.39987328010136,1.2475191380776862,15.010000228881836,9.779999732971191,4767.392578125,239.0031280517578,4773.3798828125,Estimated,-2.869999885559082,14.3100004196167,118.45999908447266,9.239999771118164,19.030000686645508,129.91000366210938,9.09000015258789,20.530000686645508,,,1.1509776,21.11,97.22,0
7/10/2025 6:16:28 PM,Josh B,,7 Iron,148.06788154569475,-0.52,-14.68,7.5,22.18,173.84386422080703,1.1740822007179028,16.049999237060547,4.320000171661377,5315.42822265625,-2389.963134765625,5828.009765625,Estimated,24.209999084472656,18.770000457763672,131.19000244140625,15.140000343322754,34.2599983215332,140.30999755859375,15.770000457763672,38.13999938964844,,,1.1509776,21.11,97.22,0
7/10/2025 6:16:45 PM,Josh B,,7 Iron,122.72390182087854,-3.37,6.5,4.56,-1.9400000000000004,143.7478861003239,1.1713112439183273,13.460000038146973,4.559999942779541,4232.96484375,202.58340454101562,4237.81005859375,Estimated,-2.740000009536743,9.079999923706055,97.27999877929688,3.9200000762939453,6.650000095367432,112.55999755859375,3.7899999618530273,7.440000057220459,,,1.1509776,21.11,97.22,0
7/10/2025 6:17:03 PM,Josh B,,7 Iron,117.43190605447514,-1.97,3.76,4.09,0.33000000000000007,153.93587080882287,1.3108521864357205,14.720000267028809,3.8299999237060547,3487.2236328125,-6.6949968338012695,3487.22998046875,Estimated,0.10999999940395355,11.75,113.1500015258789,4.010000228881836,7.920000076293945,128.13999938964844,4.0,8.930000305175781,,,1.1509776,21.11,97.22,0
7/10/2025 6:17:17 PM,Josh B,,7 Iron,131.07589513928386,-1.41,-2.73,-12.87,-10.139999999999999,164.44786954033717,1.2546003928913976,7.610000133514404,-10.90999984741211,3018.14501953125,911.806396484375,3152.8701171875,Estimated,-16.809999465942383,4.920000076293945,98.30000305175781,-14.899999618530273,-25.280000686645508,131.3000030517578,-15.869999885559082,-35.900001525878906,,,1.1509776,21.11,97.22,0
7/10/2025 6:17:39 PM,Josh B,,7 Iron,137.41189007048794,0.0,0.0,0.0,0.0,169.19986464010827,1.2313335079905685,13.899999618530273,5.210000038146973,4565.5,0.0,4565.5,Estimated,-0.0,15.4399995803833,130.35000610351562,5.5,12.5,142.3800048828125,5.46999979019165,13.579999923706055,,,1.1509776,21.11,97.22,0
7/10/2025 6:17:57 PM,Josh B,,7 Iron,136.36789090568726,-2.55,3.71,4.37,0.6600000000000001,174.8878666815035,1.282471009267547,14.170000076293945,4.059999942779541,4331.57763671875,-40.82536315917969,4331.77001953125,Estimated,0.5400000214576721,17.020000457763672,138.25,4.510000228881836,10.869999885559082,150.41000366210938,4.5,11.800000190734863,,,1.1509776,21.11,97.22,0
7/10/2025 6:18:17 PM,Josh B,,7 Iron,134.5318923744861,-0.21,3.99,-10.68,-14.67,174.59986032011173,1.297832485951298,7.75,-8.270000457763672,2779.2060546875,1401.4434814453125,3112.56005859375,Estimated,-26.760000228881836,5.550000190734863,107.1500015258789,-14.640000343322754,-27.09000015258789,141.8000030517578,-16.229999542236328,-39.619998931884766,,,1.1509776,21.11,97.22,0
7/10/2025 6:18:35 PM,Josh B,,7 Iron,136.2598909920872,0.1,4.65,-5.1,-9.75,185.97585067000304,1.3648612905524995,12.199999809265137,-3.5999999046325684,3211.097900390625,956.0493774414062,3350.39990234375,Estimated,-16.579999923706055,14.510000228881836,147.39999389648438,-9.470000267028809,-24.25,164.36000061035156,-10.039999961853027,-28.649999618530273,,,1.1509776,21.11,97.22,0
7/10/2025 6:19:05 PM,Josh B,,7 Iron,126.64789868168104,1.22,2.93,-6.48,-9.41,180.32385629023136,1.4238203568103438,12.550000190734863,-4.960000038146973,3075.4541015625,848.8539428710938,3190.449951171875,Estimated,-15.430000305175781,13.59000015258789,140.92999267578125,-10.170000076293945,-24.8799991607666,158.80999755859375,-10.710000038146973,-29.510000228881836,,,1.1509776,21.11,97.22,0
7/10/2025 6:20:09 PM,Josh B,,6 Iron,130.89589528328375,-3.1,2.62,1.03,-1.59,174.8878666815035,1.3360836587198759,13.09000015258789,1.1699999570846558,3813.146240234375,161.1515655517578,3816.550048828125,Estimated,-2.4200000762939453,14.8100004196167,137.3699951171875,0.3499999940395355,0.8399999737739563,151.44000244140625,0.27000001072883606,0.7099999785423279,,,1.1509776,21.11,97.22,0
7/10/2025 6:21:03 PM,Josh B,,6 Iron,124.19990064007948,-5.72,14.43,1.93,-12.5,173.5918655210388,1.397681194802989,12.829999923706055,3.390000104904175,3384.852294921875,1165.4981689453125,3579.889892578125,Estimated,-19.0,13.0,131.75999450683594,-2.7200000286102295,-6.239999771118164,147.19000244140625,-3.380000114440918,-8.680000305175781,,,1.1509776,21.11,97.22,0
7/10/2025 6:21:20 PM,Josh B,,6 Iron,126.7198986240811,-1.92,6.79,2.95,-3.84,166.64386998080244,1.3150568441911177,10.760000228881836,3.2699999809265137,3177.73779296875,378.9222717285156,3200.25,Estimated,-6.800000190734863,9.130000114440918,118.66999816894531,1.4500000476837158,3.0,141.60000610351562,1.1200000047683716,2.7699999809265137,,,1.1509776,21.11,97.22,0
7/10/2025 6:21:57 PM,Josh B,,6 Iron,67.42794605764315,-0.24,0.65,3.84,3.19,86.90392827959174,1.288841398272741,15.029999732971191,3.2300000190734863,2930.234375,-147.413818359375,2933.93994140625,Estimated,2.880000114440918,2.630000114440918,34.630001068115234,3.569999933242798,2.1500000953674316,52.720001220703125,3.6600000858306885,3.359999895095825,,,1.1509776,21.11,97.22,0
7/10/2025 6:22:09 PM,Josh B,,6 Iron,76.31993894404883,-4.58,-3.71,4.73,8.440000000000001,105.6959176405315,1.3849056891675267,9.75,3.4200000762939453,2679.158447265625,-462.28948974609375,2718.75,Estimated,9.789999961853027,1.9199999570846558,39.27000045776367,4.440000057220459,3.0399999618530273,65.91999816894531,4.840000152587891,5.559999942779541,,,1.1509776,21.11,97.22,0
7/10/2025 6:22:23 PM,Josh B,,6 Iron,73.58394113284709,-3.57,-0.72,3.88,4.6,109.79991216007026,1.4921722113502935,10.890000343322754,3.0999999046325684,2593.331298828125,-239.20657348632812,2604.340087890625,Estimated,5.269999980926514,2.5899999141693115,46.349998474121094,3.740000009536743,3.0299999713897705,71.55000305175781,3.950000047683716,4.929999828338623,,,1.1509776,21.11,97.22,0
7/10/2025 6:22:37 PM,Josh B,,6 Iron,78.55193715845027,-4.42,9.38,-2.02,-11.4,105.47991286948766,1.342804731304333,6.730000019073486,-0.49000000953674316,2442.3349609375,658.0779418945312,2529.43994140625,Estimated,-15.079999923706055,0.9300000071525574,28.549999237060547,-1.5399999618530273,-0.7699999809265137,62.36000061035156,-2.119999885559082,-2.309999942779541,,,1.1509776,21.11,97.22,0
7/10/2025 6:22:49 PM,Josh B,,6 Iron,66.45594683524253,-1.28,6.29,8.51,2.2199999999999998,89.7119285051154,1.3499458329520013,9.140000343322754,7.78000020980835,2351.95361328125,-84.18706512451172,2353.4599609375,Estimated,2.049999952316284,1.090000033378601,25.059999465942383,7.940000057220459,3.4600000381469727,40.79999923706055,7.980000019073486,5.670000076293945,,,1.1509776,21.11,97.22,0
7/10/2025 6:23:09 PM,Josh B,,6 Iron,62.71194983044013,-2.46,1.92,-7.74,-9.66,94.28392649546622,1.5034443475348802,8.520000457763672,-6.119999885559082,2270.0341796875,428.1067810058594,2310.050048828125,Estimated,-10.680000305175781,1.0700000524520874,26.350000381469727,-6.849999904632568,-3.140000104904175,48.959999084472656,-7.170000076293945,-6.110000133514404,,,1.1509776,21.11,97.22,0
7/10/2025 6:23:53 PM,Josh B,,6 Iron,80.09993592005125,-0.76,-0.09,-0.62,-0.53,106.12791344972001,1.324943799651071,11.899999618530273,-0.5199999809265137,2556.870361328125,29.45433235168457,2557.0400390625,Estimated,-0.6600000262260437,2.7799999713897705,45.5,-0.6100000143051147,-0.47999998927116394,69.37999725341797,-0.6299999952316284,-0.7599999904632568,,,1.1509776,21.11,97.22,0
7/10/2025 6:24:11 PM,Josh B,,6 Iron,96.22792301766158,0.16,-4.23,3.19,7.42,121.93189860926626,1.2671155604895161,9.6899995803833,2.0899999141693115,2162.234619140625,-517.111328125,2223.2099609375,Estimated,13.449999809265137,2.630000114440918,52.56999969482422,3.640000104904175,3.3399999141693115,82.2300033569336,4.190000057220459,6.019999980926514,,,1.1509776,21.11,97.22,0
7/10/2025 6:24:23 PM,Josh B,,6 Iron,88.7759289792568,0.31,7.2,6.37,-0.8300000000000001,118.36790915088751,1.3333333766470088,9.619999885559082,6.130000114440918,2087.082275390625,80.9072265625,2088.64990234375,Estimated,-2.2200000286102295,2.390000104904175,49.27000045776367,5.940000057220459,5.099999904632568,78.83999633789062,5.829999923706055,8.010000228881836,,,1.1509776,21.11,97.22,0
7/10/2025 6:24:59 PM,Josh B,,6 Iron,174.13186069451143,-2.15,-8.29,3.13,11.419999999999998,186.65984517895978,1.0719453891693425,12.369999885559082,1.5299999713897705,5062.5966796875,-1452.6324462890625,5266.8798828125,Estimated,16.010000228881836,17.729999542236328,145.3800048828125,8.699999809265137,21.989999771118164,156.2100067138672,9.15999984741211,24.860000610351562,,,1.1509776,21.11,97.22,0
